artist,name,category,position,score,from,to,us,uk,de,fr,ca,au
"Volbeat","Beyond Hell/Above Heaven","album","","8758.964","Sep 2010","May 2021","142","","3","","","",""
"Volbeat","Cape Of Our Hero","song",""," 270.736","Mar 2013","Jul 2013","","","63","","","",""
"Volbeat","Fallen","song",""," 108.279","Aug 2010","Sep 2010","","","62","","","",""
"Volbeat","Guitar Gangsters & Cadillac Blood","album",""," 927.295","Sep 2008","Sep 2010","","","15","","","",""
"Volbeat","Let's Boogie! Live From Telia Parken","album","","1489.269","Dec 2018","Jun 2019","","","4","188","","",""
"Volbeat","Live From Beyond Hell / Above Heaven","album","","   6.341","Dec 2011","Dec 2011","","","","","","",""
"Volbeat","Lola Montez","song","","   5.956","Jun 2013","Jun 2013","","","","","","",""
"Volbeat","Outlaw Gentlemen & Shady Ladies","album","1939","10119.832","Apr 2013","Jul 2016","9","78","1","112","1","",""
"Volbeat","Rewind, Replay, Rebound","album","","4836.931","Aug 2019","Jun 2021","27","7","1","62","8","",""
"Volbeat","Rock The Rebel / Metal The Devil","album","","  62.926","Mar 2007","Mar 2007","","","76","","","",""
"Volbeat","Seal The Deal","song","","  25.100","May 2016","Jun 2016","","","78","","","",""
"Volbeat","Seal The Deal & Let's Boogie","album","","8388.017","Jun 2016","Sep 2017","4","16","1","50","2","47",""
"Volbeat","The Devil's Bleeding Crown","song","","  45.248","Apr 2016","Jun 2016","","","81","","","",""
"Volbeat","The Strength / The Sound / The Songs","album",""," 144.189","Apr 2021","Apr 2021","","","24","","","",""
"Volbeat & Johan Olsen","For evigt","song","","  26.268","May 2016","May 2016","","","70","","","",""
"Wale & Jeremih","On Chill","song","1529","5855.602","Aug 2019","Jan 2020","22","","","","","",""
"Wale & Jeremih","The Body","song",""," 416.706","Jan 2015","Mar 2015","87","","","","","",""
"Wale & Kid Cudi","Focused","song","","  58.226","Nov 2011","Nov 2011","97","","","","","",""
"Wale & Lady GaGa","Chillin'","song",""," 403.533","Sep 2009","Dec 2009","99","12","","","","29",""
"Wale & Lil' Wayne","Running Back","song","","  77.315","Feb 2017","Feb 2017","100","","","","","",""
"Wale & Miguel","Lotus Flower Bomb","song","","1729.315","Nov 2011","Mar 2012","38","","","","","",""
"Wale & Usher","The Matrimony","song","","1500.492","Apr 2015","Aug 2015","70","","","","","",""
"Wale, Jeremih & Rick Ross","That Way","song","","1305.111","Sep 2011","Jan 2012","49","","","","","",""
"Wale, Meek Mill & Rick Ross","Ambition","song","","  67.107","Nov 2011","Nov 2011","81","","","","","",""
"Wale, Rick Ross, Meek Mill & T-Pain","Bag Of Money","song",""," 923.576","Jul 2012","Oct 2012","64","","","","","",""
"Walk the Moon","Anna Sun","song","","  20.163","Oct 2012","Oct 2012","","82","","","","",""
"Walk the Moon","One Foot","song",""," 905.985","Jan 2018","Mar 2018","65","","","","","",""
"Walk the Moon","Shut Up & Dance","song","326","13928.013","Nov 2014","Feb 2017","4","4","10","28","4","3",""
"Walk the Moon","TALKING IS HARD","album","1566","12128.298","Dec 2014","Feb 2016","14","53","","126","31","",""
"Walk the Moon","Tightrope (EP)","album",""," 178.176","Feb 2013","Feb 2013","54","","","","","",""
"Walk the Moon","Walk The Moon","album",""," 735.050","Jul 2012","Apr 2013","36","","","","","",""
"Walk the Moon","What If Nothing","album",""," 277.698","Dec 2017","Dec 2017","40","","","","","",""
"Walk the Moon","You Are Not Alone: Live At The Greek","album","","  65.416","May 2016","May 2016","186","","","","","",""
"Warren G, Young Jeezy, Bun B, Nate Dogg","Keep On Hustlin'","song","","   9.606","Aug 2015","Aug 2015","","","","119","","",""
"Wayne Wonder","No Letting Go","song","473","11952.684","Jan 2003","Nov 2003","11","3","31","37","","",""
"Waze & Odyssey vs R Kelly","Bump N Grind 2014","song",""," 422.477","Oct 2014","Jan 2015","","3","","","","39",""
"WC & Snoop Dogg & Nate Dogg","The Streets","song",""," 117.465","Feb 2003","Mar 2003","","48","","","","",""
"WE the Kings & Demi Lovato","We'll Be A Dream","song",""," 318.942","Jul 2010","Aug 2010","76","","","","","",""
"Weezer","(If You're Wondering If I Want You To) I Want You To","song",""," 567.945","Sep 2009","Jan 2010","81","","","","24","",""
"Weezer","Africa","song","","1694.102","Jun 2018","Nov 2018","51","","","","","",""
"Weezer","Beverly Hills","song","264","14918.960","Apr 2005","Feb 2009","10","9","97","","","",""
"Weezer","Christmas With Weezer","album","","  62.007","Jan 2009","Jan 2009","173","","","","","",""
"Weezer","Death To False Metal","album",""," 154.436","Nov 2010","Nov 2010","48","","","","","",""
"Weezer","Everything Will Be Alright In The End","album","","1297.609","Oct 2014","Dec 2014","5","37","95","138","10","45",""
"Weezer","Hash Pipe","song",""," 215.361","Jul 2001","Jul 2001","","21","","","","",""
"Weezer","Hurley","album","","1137.112","Sep 2010","Dec 2010","6","49","63","131","11","",""
"Weezer","Island In The Sun","song","","1164.085","Oct 2001","Jun 2002","","31","","17","","",""
"Weezer","Keep Fishin'","song",""," 137.505","Sep 2002","Sep 2002","","29","","","","",""
"Weezer","Make Believe","album","880","20120.455","May 2005","Apr 2006","2","11","32","45","1","19",""
"Weezer","Maladroit","album","","9829.508","May 2002","Oct 2002","3","16","29","42","2","11",""
"Weezer","OK Human","album",""," 608.385","Feb 2021","Feb 2021","41","91","35","","69","",""
"Weezer","Pacific Daydream","album",""," 511.920","Nov 2017","Dec 2017","23","68","","","41","",""
"Weezer","Perfect Situation","song","","2933.304","Dec 2005","Apr 2006","51","","","","","",""
"Weezer","Pinkerton","album",""," 120.091","Nov 2010","Nov 2010","73","","","","","",""
"Weezer","Pork And Beans","song","","1719.799","May 2008","Sep 2008","64","33","","","29","",""
"Weezer","Raditude","album","","1914.422","Nov 2009","Feb 2010","7","80","94","119","10","36",""
"Weezer","Six Hits (EP)","album","","  62.327","Jul 2011","Jul 2011","168","","","","","",""
"Weezer","Van Weezer","album",""," 905.426","May 2021","May 2021","11","30","25","","18","",""
"Weezer","We Are All On Drugs","song",""," 115.112","Aug 2005","Sep 2005","","47","","","","",""
"Weezer","Weezer (Black Album)","album",""," 582.642","Mar 2019","Mar 2019","19","73","96","","56","",""
"Weezer","Weezer (Green Album)","album","","3451.297","May 2001","Jul 2002","","31","21","42","","25",""
"Weezer","Weezer (Red Album)","album","660","24943.066","Jun 2001","Apr 2016","4","21","60","81","2","21",""
"Weezer","Weezer (Teal Album)","album","","2504.265","Feb 2019","May 2019","5","60","","","8","49",""
"Weezer","Weezer (White Album)","album","","1273.450","Apr 2016","Sep 2016","4","","51","","10","28",""
"WestBam & Nena","Oldschool, Baby","song",""," 408.144","Sep 2002","Nov 2002","","","21","","","",""
"Westlife","...Ain't That A Kick In The Head","song","","  34.797","Nov 2004","Dec 2004","","","","","","",""
"Westlife","Allow Us To Be Frank","album","","3352.683","Nov 2004","Mar 2005","","3","30","","","",""
"Westlife","Amazing","song",""," 824.587","Feb 2006","Sep 2006","","4","53","","","34",""
"Westlife","Back Home","album","","4025.479","Nov 2007","Jun 2008","","1","45","","","14",""
"Westlife","Better Man","song","","  83.788","Apr 2019","Apr 2019","","26","","","","",""
"Westlife","Bop Bop Baby","song","","1623.559","May 2002","Nov 2002","","5","15","","","",""
"Westlife","Coast To Coast","album","1685","11431.603","Nov 2000","Feb 2002","","1","19","","","40",""
"Westlife","Face To Face","album","","7512.636","Nov 2005","Dec 2006","","1","18","","","1",""
"Westlife","Flying Without Wings","song",""," 415.423","Jan 2000","Jun 2000","","45","","","","31",""
"Westlife","Fool Again","song","","1473.014","Apr 2000","Jul 2000","","1","80","","","",""
"Westlife","Gravity","album",""," 757.435","Nov 2010","Apr 2011","","3","","","","",""
"Westlife","Greatest Hits","album","","1452.067","Nov 2011","Jan 2019","","4","75","","","",""
"Westlife","Hello My Love","song",""," 528.939","Jan 2019","Mar 2019","","13","","","","",""
"Westlife","Hey Whatever","song","","1032.352","Sep 2003","Feb 2004","","4","22","","","",""
"Westlife","Home","song","","1329.827","Nov 2007","Feb 2008","","3","70","","","",""
"Westlife","I Have A Dream / Seasons In The Sun","song","","1863.123","Jan 2000","May 2000","","1","24","","","",""
"Westlife","I Lay My Love On You","song",""," 538.171","Feb 2001","Jun 2001","","","50","","","29",""
"Westlife","I'm Already There","song","","  87.309","Dec 2007","Dec 2008","","62","","","","",""
"Westlife","Lighthouse","song","","  57.484","Nov 2011","Dec 2011","","32","","","","",""
"Westlife","Mandy","song","","2381.005","Nov 2003","Apr 2004","","1","14","","","",""
"Westlife","My Blood","song","","  26.282","Nov 2019","Nov 2019","","96","","","","",""
"Westlife","My Love","song","","1715.122","Nov 2000","Mar 2001","","1","57","","","36",""
"Westlife","Obvious","song","","1075.603","Feb 2004","May 2004","","3","39","","","",""
"Westlife","Queen Of My Heart","song","","2019.970","Nov 2001","Mar 2002","","1","27","","","",""
"Westlife","Safe","song",""," 169.963","Nov 2010","Dec 2010","","10","","","","",""
"Westlife","Spectrum","album","","1700.357","Nov 2019","Feb 2020","","1","69","","","",""
"Westlife","Swear It Again","song","1299","6499.984","Apr 2000","Aug 2000","20","","","","","",""
"Westlife","The Love Album","album","","3593.243","Nov 2006","Mar 2007","","1","34","","","11",""
"Westlife","The Rose","song",""," 888.447","Nov 2006","Jan 2007","","1","","","","",""
"Westlife","Tonight","song",""," 326.382","Mar 2003","Jun 2003","","","47","","","",""
"Westlife","Tonight/Miss You Nights","song",""," 999.594","Mar 2003","Oct 2003","","3","","","","",""
"Westlife","Turnaround","album","","5893.347","Nov 2003","Jan 2005","","1","20","","","",""
"Westlife","Unbreakable","song","","2295.718","Nov 2002","Feb 2004","","1","12","","","",""
"Westlife","Unbreakable - The Greatest Hits Vol 1","album","1670","11517.057","Nov 2002","Jan 2008","","1","7","","","",""
"Westlife","Uptown Girl","song","","4495.022","Mar 2001","Mar 2002","","1","8","8","","6",""
"Westlife","Us Against The World","song",""," 472.307","Feb 2008","May 2008","","8","","","","",""
"Westlife","Westlife","album","1219","15134.078","Jan 2000","Jan 2003","129","3","","","","",""
"Westlife","What About Now","song",""," 726.903","Nov 2009","Apr 2010","","2","","","","",""
"Westlife","What Makes A Man","song","","1249.366","Dec 2000","Aug 2001","","2","","","","",""
"Westlife","When You're Looking Like That","song",""," 970.260","Aug 2001","Dec 2001","","","24","","","19",""
"Westlife","Where We Are","album","","1420.372","Dec 2009","May 2010","","2","42","","","",""
"Westlife","World Of Our Own","album","1534","12341.974","Nov 2001","Feb 2003","","1","8","141","","",""
"Westlife","World Of Our Own","song","","2434.052","Feb 2002","Jun 2002","","1","11","","","21",""
"Westlife","You Raise Me Up","song","","4508.449","Oct 2005","Oct 2012","","1","11","","","3",""
"Westlife & Diana Ross","When You Tell Me That You Love Me","song",""," 910.732","Dec 2005","Mar 2006","","2","","","","",""
"Westside Connection","Terrorist Threats","album","1938","10096.937","Dec 2003","May 2004","16","","","119","","",""
"Wham!","Last Christmas","song","131","18566.110","Jan 2000","Jan 2021","9","1","2","8","3","2",""
"Wheatus","Teenage Dirtbag","song","1534","5807.441","Oct 2000","Jul 2015","","2","2","62","","1",""
"Wheatus","Wheatus","album","1966","9984.434","Sep 2000","Feb 2002","76","7","13","","","",""
"Whitney & Cher & Tina & Brandy","VH-1 Divas Live 99","album",""," 514.655","Jan 2000","Mar 2000","","","89","42","","",""
"Whitney Houston","All At Once","song","","  16.665","Feb 2012","Mar 2012","","","","132","","",""
"Whitney Houston","All The Man That I Need","song","","   9.684","Feb 2012","Feb 2012","","","","121","","",""
"Whitney Houston","All Time Best - Reclam Musik Edition","album","","  74.975","Feb 2012","Mar 2012","","","76","","","",""
"Whitney Houston","Best Of","album",""," 161.804","Feb 2012","Mar 2012","","","","5","","",""
"Whitney Houston","Didn't We Almost Have It All","song","","  24.309","Feb 2012","Mar 2012","","92","","","","",""
"Whitney Houston","Greatest Love Of All","song",""," 252.536","Feb 2012","Mar 2012","36","58","","70","","",""
"Whitney Houston","How Will I Know","song",""," 129.909","Feb 2012","Mar 2012","49","56","","111","","",""
"Whitney Houston","I Didn't Know My Own Strength","song","","  80.776","Oct 2009","Oct 2015","","44","","","","",""
"Whitney Houston","I Have Nothing","song",""," 127.958","Feb 2012","Sep 2017","","44","","29","","47",""
"Whitney Houston","I Learned From The Best","song","","4471.134","Jan 2000","Jul 2000","27","29","48","44","","",""
"Whitney Houston","I Look To You","album","1450","13148.245","Sep 2009","Jun 2012","1","3","1","3","1","16",""
"Whitney Houston","I Look To You","song",""," 730.030","Aug 2009","Mar 2012","70","","41","124","","",""
"Whitney Houston","I Wanna Dance With Somebody (Who Loves Me)","song",""," 388.411","Feb 2012","Nov 2015","25","20","","31","33","25",""
"Whitney Houston","I Will Always Love You","song","","1248.386","Feb 2012","Feb 2018","3","14","19","2","6","8",""
"Whitney Houston","I Will Always Love You: The Best Of Whitney Houston","album","","6404.004","Nov 2012","Jun 2021","14","29","","99","","",""
"Whitney Houston","I Wish You Love: More From The Bodyguard (Soundtrack)","album","","  87.371","Dec 2017","Dec 2017","165","","","","","",""
"Whitney Houston","I'm Every Woman","song","","  15.546","Feb 2012","Feb 2012","","","","92","","",""
"Whitney Houston","I'm Your Baby Tonight","album",""," 905.179","Mar 2012","Apr 2012","32","","","","","",""
"Whitney Houston","I'm Your Baby Tonight","song","","   5.135","Feb 2012","Feb 2012","","","","190","","",""
"Whitney Houston","It's Not Right But It's Okay","song",""," 439.024","Jan 2000","Feb 2012","","61","","25","","",""
"Whitney Houston","Jesus Loves Me","song","","  15.869","Feb 2012","Feb 2012","","","","67","","",""
"Whitney Houston","Just Whitney...","album","1806","10734.225","Nov 2002","Apr 2012","9","76","16","25","","",""
"Whitney Houston","Live - Her Greatest/Ultimate Collection","album",""," 159.190","Nov 2014","Dec 2014","","33","","","","",""
"Whitney Houston","Live: Her Greatest Performances","album","","1170.350","Nov 2014","Feb 2015","19","66","","123","","",""
"Whitney Houston","Love, Whitney","album",""," 866.585","Dec 2001","Mar 2012","","22","","167","","",""
"Whitney Houston","Million Dollar Bill","song",""," 821.199","Aug 2009","Feb 2012","100","5","","","","",""
"Whitney Houston","My Love Is Your Love","album","1520","12439.250","Jan 2000","Jun 2012","30","18","20","18","","",""
"Whitney Houston","My Love Is Your Love","song","1631","5577.586","Jan 2000","Mar 2012","4","42","64","52","","",""
"Whitney Houston","One Moment In Time","song",""," 195.409","May 2009","Oct 2016","","40","40","61","","",""
"Whitney Houston","One Of Those Days","song","","3342.662","Nov 2002","Mar 2003","72","","","","","48",""
"Whitney Houston","One Wish: The Holiday Album","album","","2918.390","Dec 2003","Jan 2013","49","","","","","",""
"Whitney Houston","Queen Of The Night","song","","   5.964","Feb 2012","Feb 2012","","","","175","","",""
"Whitney Houston","Run To You","song","","  67.863","Feb 2012","Mar 2012","","67","98","55","","",""
"Whitney Houston","Same Script, Different Cast","song","","2000.795","Jun 2000","Aug 2000","70","","","","","",""
"Whitney Houston","Saving All My Love For You","song","","  73.049","Feb 2012","Mar 2012","","59","","39","","",""
"Whitney Houston","The Bodyguard","album","","3929.395","Mar 2001","Dec 2017","5","","41","10","","28",""
"Whitney Houston","The Collection","album","","   9.671","Feb 2012","Mar 2012","","","","","","",""
"Whitney Houston","The Essential Whitney Houston","album","","1810.652","Feb 2012","May 2012","","7","20","51","3","7",""
